frame	timestamp	confidence	success	pose_Rx	pose_Ry	pose_Rz	AU01_r	AU02_r	AU04_r	AU05_r	AU06_r	AU07_r	AU09_r	AU10_r	AU12_r	AU14_r	AU15_r	AU17_r	AU20_r	AU23_r	AU25_r	AU26_r	AU45_r	stage
15258	610.28	0.98	1	-0.474	-0.079	-0.052	0	0	0	0	0.49	0.01	0.06	0.24	0	0	0	0.38	0	0	0.07	0.5	0	SST
15259	610.32	0.98	1	-0.473	-0.078	-0.054	0	0	0	0	0.49	0.02	0.05	0.2	0	0	0	0.37	0	0	0.15	0.34	0	SST
15260	610.36	0.98	1	-0.473	-0.077	-0.054	0	0	0	0	0.49	0.02	0.04	0.22	0	0.02	0	0.34	0	0	0.15	0.22	0	SST
15261	610.4	0.98	1	-0.47	-0.076	-0.052	0.04	0	0	0	0.46	0.02	0.06	0.28	0	0.05	0	0.37	0	0	0.08	0.24	0	SST
15262	610.44	0.98	1	-0.471	-0.077	-0.052	0.07	0	0	0	0.46	0	0.06	0.31	0	0.08	0	0.39	0	0	0	0.26	0	SST
15263	610.48	0.98	1	-0.471	-0.077	-0.052	0.07	0	0	0	0.46	0	0.07	0.33	0	0.06	0	0.37	0	0	0	0.35	0	SST
15264	610.52	0.98	1	-0.472	-0.08	-0.053	0.03	0	0	0	0.44	0	0.06	0.28	0	0.03	0	0.29	0	0	0	0.38	0	SST
15265	610.56	0.98	1	-0.472	-0.078	-0.051	0.02	0	0	0	0.4	0	0.04	0.25	0	0	0.05	0.23	0	0	0.06	0.5	0.08	SST
15266	610.6	0.98	1	-0.474	-0.076	-0.053	0.06	0	0	0	0.39	0	0	0.21	0	0	0.07	0.16	0	0	0.13	0.53	0.09	SST
15267	610.64	0.98	1	-0.475	-0.075	-0.053	0.09	0	0	0	0.4	0	0	0.23	0	0	0.08	0.15	0	0	0.2	0.66	0.12	SST
15268	610.68	0.98	1	-0.475	-0.075	-0.053	0.07	0	0	0	0.44	0	0.01	0.32	0	0	0.05	0.15	0	0	0.3	0.57	0.18	SST
15269	610.72	0.98	1	-0.476	-0.076	-0.051	0.05	0	0	0	0.46	0	0.03	0.39	0	0	0.02	0.16	0	0	0.37	0.37	0.28	SST
15270	610.76	0.98	1	-0.476	-0.076	-0.051	0.03	0	0	0	0.49	0	0.05	0.44	0	0	0.01	0.14	0	0	0.44	0.18	0.38	SST
15271	610.8	0.98	1	-0.476	-0.076	-0.051	0.03	0	0	0	0.47	0.02	0.05	0.43	0	0	0	0.21	0	0	0.39	0.32	0.24	SST
15272	610.84	0.98	1	-0.474	-0.075	-0.05	0.02	0	0	0	0.45	0.03	0.03	0.41	0	0	0.01	0.33	0	0.02	0.36	0.56	0.12	SST
15273	610.88	0.98	1	-0.474	-0.076	-0.05	0.01	0	0	0	0.45	0.15	0.04	0.39	0	0	0.01	0.4	0	0.02	0.28	0.73	0	SST
15274	610.92	0.98	1	-0.475	-0.074	-0.05	0.03	0	0	0	0.46	0.24	0.06	0.31	0	0	0.01	0.31	0	0.02	0.29	0.73	0	SST
15275	610.96	0.98	1	-0.476	-0.074	-0.05	0.04	0	0	0	0.48	0.36	0.08	0.28	0	0	0	0.19	0	0	0.27	0.71	0	SST
15276	611	0.98	1	-0.477	-0.074	-0.05	0.04	0	0	0	0.5	0.24	0.06	0.22	0	0.01	0.02	0.18	0	0	0.36	0.62	0.04	SST
15277	611.04	0.98	1	-0.474	-0.075	-0.053	0.03	0	0	0	0.52	0.12	0.06	0.22	0	0.08	0.02	0.18	0	0	0.38	0.56	0.12	SST
15278	611.08	0.98	1	-0.474	-0.075	-0.054	0.03	0	0	0	0.51	0.02	0.03	0.17	0	0.12	0.02	0.15	0	0	0.38	0.43	0.18	SST
15279	611.12	0.98	1	-0.473	-0.076	-0.053	0.04	0	0	0	0.47	0.02	0.03	0.14	0	0.11	0	0.09	0	0	0.34	0.41	0.21	SST
15280	611.16	0.98	1	-0.473	-0.077	-0.053	0.05	0	0	0	0.44	0.02	0.03	0.13	0	0.05	0	0.05	0	0	0.32	0.34	0.17	SST
15281	611.2	0.98	1	-0.473	-0.078	-0.053	0.04	0	0	0	0.42	0	0.03	0.16	0	0.02	0	0.03	0	0.01	0.37	0.28	0.17	SST
15282	611.24	0.98	1	-0.473	-0.077	-0.054	0.01	0	0	0	0.39	0	0.02	0.18	0	0.02	0	0.04	0	0.01	0.41	0.2	0.2	SST
15283	611.28	0.98	1	-0.473	-0.076	-0.054	0	0	0	0	0.38	0	0.04	0.24	0	0.02	0	0.03	0	0.01	0.3	0.23	0.17	SST
15284	611.32	0.98	1	-0.474	-0.08	-0.053	0.01	0	0	0	0.41	0	0.07	0.31	0	0.02	0	0.03	0	0	0.15	0.31	0.13	SST
15285	611.36	0.98	1	-0.475	-0.081	-0.053	0.01	0	0	0	0.45	0	0.11	0.37	0	0.02	0	0	0	0	0.02	0.43	0.06	SST
15286	611.4	0.98	1	-0.476	-0.081	-0.053	0	0	0	0	0.46	0.03	0.14	0.32	0	0	0	0.1	0	0	0.15	0.42	0.04	SST
15287	611.44	0.98	1	-0.473	-0.078	-0.053	0	0	0	0	0.46	0.03	0.14	0.29	0	0	0	0.17	0	0	0.24	0.45	0.03	SST
15288	611.48	0.98	1	-0.471	-0.077	-0.053	0.04	0	0	0	0.51	0.03	0.19	0.19	0	0	0	0.25	0.1	0	0.4	0.33	0	SST
15289	611.52	0.98	1	-0.47	-0.078	-0.051	0.07	0	0	0	0.55	0	0.2	0.17	0	0	0	0.2	0.26	0	0.41	0.23	0.01	SST
15290	611.56	0.98	1	-0.469	-0.079	-0.05	0.11	0	0	0	0.59	0	0.25	0.12	0	0	0	0.16	0.41	0	0.45	0.12	0.01	SST
15291	611.6	0.98	1	-0.47	-0.079	-0.05	0.07	0	0	0	0.56	0	0.22	0.17	0.03	0	0	0.16	0.31	0	0.38	0.15	0.01	SST
15292	611.64	0.98	1	-0.471	-0.077	-0.05	0.04	0	0	0	0.53	0	0.19	0.21	0.07	0	0	0.18	0.15	0	0.35	0.16	0.01	SST
15293	611.68	0.98	1	-0.471	-0.076	-0.051	0.01	0	0	0	0.46	0	0.15	0.29	0.07	0	0	0.15	0	0	0.37	0.27	0.01	SST
15294	611.72	0.98	1	-0.474	-0.074	-0.05	0.01	0	0	0	0.43	0	0.16	0.32	0.04	0	0	0.07	0	0	0.43	0.38	0.01	SST
15295	611.76	0.98	1	-0.474	-0.073	-0.05	0	0	0	0	0.4	0	0.17	0.35	0	0	0	0.02	0	0	0.45	0.47	0.01	SST
15296	611.8	0.98	1	-0.474	-0.072	-0.05	0	0	0	0	0.43	0	0.17	0.38	0	0	0	0.12	0	0	0.37	0.39	0.08	SST
15297	611.84	0.98	1	-0.476	-0.075	-0.052	0	0	0	0	0.44	0	0.13	0.42	0	0	0	0.24	0	0	0.3	0.31	0.13	SST
15298	611.88	0.98	1	-0.476	-0.075	-0.052	0	0	0	0	0.45	0	0.13	0.35	0	0	0	0.23	0	0	0.26	0.21	0.25	SST
15299	611.92	0.98	1	-0.475	-0.078	-0.053	0	0	0	0	0.45	0	0.13	0.28	0	0	0	0.12	0	0	0.26	0.12	0.3	SST
15300	611.96	0.98	1	-0.475	-0.078	-0.053	0.02	0	0	0	0.49	0	0.12	0.21	0	0.01	0.01	0	0	0	0.18	0.06	0.39	SST
15301	612	0.98	1	-0.473	-0.078	-0.053	0.02	0	0	0	0.48	0	0.06	0.17	0	0.06	0.01	0	0	0	0.18	0.19	0.34	SST
15302	612.04	0.98	1	-0.472	-0.075	-0.052	0.03	0	0	0	0.47	0	0.02	0.09	0	0.06	0.01	0	0	0	0.26	0.32	0.27	SST
15303	612.08	0.98	1	-0.472	-0.074	-0.053	0.01	0	0	0	0.47	0	0.02	0.07	0	0.13	0	0.04	0	0	0.45	0.38	0.13	SST
15304	612.12	0.98	1	-0.467	-0.075	-0.051	0.01	0	0	0	0.5	0	0.02	0.06	0	0.12	0	0.04	0	0	0.49	0.27	0.05	SST
15305	612.16	0.98	1	-0.467	-0.075	-0.05	0	0	0	0	0.54	0	0.01	0.06	0	0.15	0	0.05	0	0	0.45	0.18	0	SST
15306	612.2	0.98	1	-0.467	-0.074	-0.05	0	0	0	0	0.5	0.06	0.06	0.08	0	0.08	0	0.02	0	0	0.38	0.27	0	SST
15307	612.24	0.98	1	-0.466	-0.077	-0.051	0	0	0	0	0.45	0.1	0.12	0.08	0	0.03	0.01	0.02	0	0	0.39	0.4	0	SST
15308	612.28	0.98	1	-0.467	-0.077	-0.051	0	0	0	0	0.42	0.17	0.17	0.1	0	0	0.01	0.01	0	0	0.44	0.4	0	SST
15309	612.32	0.98	1	-0.463	-0.075	-0.051	0	0	0	0	0.45	0.19	0.16	0.02	0	0	0.01	0	0	0	0.51	0.28	0	SST
15310	612.36	0.98	1	-0.462	-0.076	-0.051	0	0	0	0	0.48	0.2	0.14	0.04	0	0	0	0	0	0	0.52	0.14	0	SST
15311	612.4	0.98	1	-0.462	-0.076	-0.051	0	0	0	0	0.49	0.2	0.17	0.01	0	0.02	0	0.07	0	0	0.39	0.18	0	SST
15312	612.44	0.98	1	-0.47	-0.078	-0.052	0.02	0	0	0	0.5	0.16	0.15	0.01	0	0.02	0	0.1	0	0	0.24	0.23	0.02	SST
15313	612.48	0.98	1	-0.464	-0.079	-0.05	0.02	0	0	0	0.48	0.21	0.17	0.15	0	0.02	0	0.11	0	0.02	0.21	0.33	0.02	SST
15314	612.52	0.98	1	-0.468	-0.075	-0.053	0.02	0	0	0	0.43	0.24	0.14	0.25	0	0	0	0.04	0	0.02	0.31	0.36	0.02	SST
15315	612.56	0.98	1	-0.468	-0.073	-0.053	0	0	0	0	0.4	0.28	0.17	0.35	0	0	0	0.01	0	0.02	0.44	0.35	0	SST
15316	612.6	0.98	1	-0.467	-0.073	-0.053	0	0	0	0	0.42	0.38	0.15	0.24	0	0	0	0.02	0	0.03	0.3	0.31	0	SST
15317	612.64	0.98	1	-0.465	-0.074	-0.053	0	0	0	0	0.43	0.5	0.13	0.2	0	0	0	0.02	0	0.05	0.17	0.27	0	SST
15318	612.68	0.98	1	-0.465	-0.074	-0.053	0	0	0	0	0.45	0.54	0.11	0.22	0	0	0	0.12	0	0.05	0.03	0.38	0	SST
15319	612.72	0.98	1	-0.469	-0.078	-0.055	0.01	0	0	0	0.47	0.5	0.13	0.32	0	0	0.04	0.2	0	0.03	0.06	0.53	0	SST
15320	612.76	0.98	1	-0.47	-0.076	-0.055	0.01	0	0	0	0.48	0.4	0.15	0.38	0	0	0.08	0.32	0	0	0.07	0.69	0	SST
15321	612.8	0.98	1	-0.47	-0.076	-0.054	0.05	0	0	0	0.5	0.38	0.17	0.35	0	0.08	0.08	0.33	0	0.04	0.06	0.57	0	SST
15322	612.84	0.98	1	-0.466	-0.074	-0.052	0.07	0	0	0	0.52	0.36	0.15	0.33	0	0.18	0.04	0.35	0	0.09	0.07	0.45	0	SST
15323	612.88	0.98	1	-0.466	-0.075	-0.052	0.09	0	0	0	0.54	0.23	0.17	0.26	0	0.18	0	0.29	0	0.09	0.25	0.4	0	SST
15324	612.92	0.98	1	-0.467	-0.078	-0.052	0.06	0	0	0	0.49	0.16	0.22	0.23	0	0.1	0	0.29	0	0.05	0.27	0.43	0	SST
15325	612.96	0.98	1	-0.469	-0.082	-0.052	0.02	0	0	0	0.45	0.03	0.27	0.19	0	0	0	0.26	0	0	0.27	0.44	0	SST
15326	613	0.98	1	-0.47	-0.082	-0.051	0	0	0	0	0.46	0.06	0.28	0.25	0	0.12	0	0.25	0	0	0.16	0.38	0	SST
15327	613.04	0.98	1	-0.47	-0.078	-0.051	0	0	0	0	0.49	0.03	0.26	0.32	0	0.25	0	0.25	0	0	0.15	0.39	0	SST
15328	613.08	0.98	1	-0.47	-0.08	-0.051	0	0	0	0	0.52	0.15	0.19	0.35	0	0.4	0.1	0.21	0	0	0.19	0.47	0	SST
15329	613.12	0.98	1	-0.471	-0.079	-0.051	0	0	0	0	0.5	0.23	0.17	0.36	0	0.5	0.14	0.21	0	0	0.15	0.54	0	SST
15330	613.16	0.98	1	-0.472	-0.079	-0.051	0	0	0	0	0.5	0.3	0.13	0.37	0	0.57	0.2	0.12	0	0	0.17	0.61	0	SST
15331	613.2	0.98	1	-0.472	-0.079	-0.051	0	0	0	0	0.5	0.2	0.17	0.37	0	0.49	0.14	0.15	0	0.05	0.09	0.56	0	SST
15332	613.24	0.98	1	-0.468	-0.081	-0.051	0	0	0	0	0.51	0.11	0.19	0.36	0	0.27	0.1	0.21	0	0.06	0.06	0.55	0	SST
15333	613.28	0.98	1	-0.469	-0.079	-0.05	0	0	0	0	0.52	0.14	0.15	0.34	0	0.07	0.07	0.28	0	0.06	0	0.44	0	SST
15334	613.32	0.98	1	-0.47	-0.077	-0.05	0	0	0	0	0.52	0.21	0.13	0.37	0	0.01	0.03	0.3	0	0.01	0	0.34	0	SST
15335	613.36	0.98	1	-0.469	-0.078	-0.05	0	0	0	0	0.52	0.31	0.1	0.37	0	0	0.03	0.34	0	0	0	0.22	0	SST
15336	613.4	0.98	1	-0.469	-0.078	-0.05	0.05	0	0	0	0.55	0.39	0.14	0.4	0	0	0	0.33	0	0	0	0.25	0	SST
15337	613.44	0.98	1	-0.465	-0.079	-0.05	0.08	0	0	0	0.58	0.47	0.13	0.43	0	0	0.01	0.27	0	0	0.05	0.22	0	SST
15338	613.48	0.98	1	-0.464	-0.08	-0.05	0.11	0	0	0	0.62	0.53	0.11	0.43	0	0	0.09	0.18	0	0.02	0.12	0.24	0	SST
15339	613.52	0.98	1	-0.464	-0.08	-0.05	0.12	0	0	0	0.55	0.53	0.08	0.38	0	0	0.09	0.28	0	0.02	0.15	0.28	0	SST
15340	613.56	0.98	1	-0.467	-0.082	-0.052	0.14	0	0	0	0.49	0.54	0.03	0.31	0	0	0.08	0.41	0	0.02	0.14	0.38	0	SST
15341	613.6	0.98	1	-0.467	-0.082	-0.052	0.11	0	0	0	0.46	0.52	0.04	0.37	0	0.04	0.03	0.48	0	0	0.23	0.56	0	SST
15342	613.64	0.98	1	-0.464	-0.082	-0.053	0.06	0	0	0	0.49	0.46	0.05	0.47	0	0.08	0.07	0.36	0	0	0.39	0.65	0	SST
15343	613.68	0.98	1	-0.463	-0.081	-0.052	0	0	0	0	0.5	0.39	0.06	0.56	0	0.18	0.07	0.32	0	0.01	0.52	0.77	0	SST
15344	613.72	0.98	1	-0.464	-0.082	-0.052	0	0	0	0	0.5	0.3	0.04	0.55	0	0.21	0.05	0.36	0	0.01	0.36	0.72	0	SST
15345	613.76	0.98	1	-0.465	-0.081	-0.052	0	0	0	0	0.5	0.26	0.02	0.49	0	0.25	0.02	0.47	0	0.01	0.17	0.7	0	SST
15346	613.8	0.98	1	-0.466	-0.08	-0.053	0	0	0	0	0.49	0.17	0	0.42	0	0.16	0.04	0.43	0	0.01	0	0.52	0	SST
15347	613.84	0.98	1	-0.465	-0.08	-0.052	0	0	0	0	0.47	0.12	0	0.38	0	0.08	0.04	0.39	0	0.01	0	0.42	0	SST
15348	613.88	0.98	1	-0.464	-0.079	-0.052	0.06	0	0	0	0.43	0.03	0.03	0.33	0	0	0.03	0.33	0	0	0	0.28	0	SST
15349	613.92	0.98	1	-0.464	-0.079	-0.051	0.06	0	0	0	0.47	0.11	0.1	0.37	0	0	0.04	0.26	0	0	0	0.24	0	SST
15350	613.96	0.98	1	-0.467	-0.087	-0.053	0.06	0	0	0	0.51	0.21	0.14	0.38	0	0	0.04	0.2	0.06	0	0	0.14	0	SST
15351	614	0.98	1	-0.465	-0.087	-0.053	0	0	0	0	0.51	0.21	0.16	0.44	0.09	0	0.04	0.07	0.06	0.05	0.02	0.06	0.39	SST
15352	614.04	0.98	1	-0.456	-0.082	-0.056	0	0	0	0	0.45	0.12	0.16	0.41	0.21	0	0.01	0.05	0.06	0.11	0.09	0.02	0.96	SST
15353	614.08	0.98	1	-0.445	-0.085	-0.055	0	0	0	0	0.41	0	0.19	0.36	0.33	0	0	0	0.01	0.16	0.14	0	1.62	SST
15354	614.12	0.98	1	-0.446	-0.084	-0.054	0	0	0	0	0.52	0	0.18	0.38	0.46	0.15	0	0	0.01	0.29	0.12	0	1.98	SST
15355	614.16	0.98	1	-0.449	-0.074	-0.054	0	0	0	0	0.59	0	0.12	0.44	0.57	0.26	0	0	0.01	0.41	0.05	0.02	2.18	SST
15356	614.2	0.98	1	-0.451	-0.072	-0.054	0	0	0	0	0.6	0	0.13	0.62	0.65	0.26	0	0	0	0.43	0	0.02	2.32	SST
15357	614.24	0.98	1	-0.452	-0.08	-0.057	0	0	0	0	0.53	0	0.14	0.72	0.62	0.11	0	0	0	0.34	0.05	0.03	2.36	SST
15358	614.28	0.98	1	-0.453	-0.082	-0.057	0	0	0	0	0.49	0	0.18	0.79	0.55	0	0	0	0	0.28	0.08	0.01	2.31	SST
15359	614.32	0.98	1	-0.452	-0.083	-0.056	0	0	0	0	0.49	0	0.09	0.72	0.48	0	0.09	0	0.03	0.21	0.19	0.01	2.37	SST
15360	614.36	0.98	1	-0.447	-0.072	-0.049	0.05	0	0	0	0.47	0	0.05	0.67	0.43	0	0.15	0	0.08	0.11	0.28	0	2.46	SST
15361	614.4	0.98	1	-0.448	-0.072	-0.048	0.08	0	0	0	0.43	0	0	0.78	0.39	0	0.39	0	0.19	0	0.53	0	2.57	SST
15362	614.44	0.98	1	-0.432	-0.082	-0.049	0.11	0	0	0	0.42	0	0.04	0.94	0.36	0	0.49	0	0.29	0	0.63	0	2.59	SST
15363	614.48	0.98	1	-0.429	-0.082	-0.048	0.09	0	0	0	0.42	0	0.06	1.08	0.34	0	0.63	0	0.38	0	0.65	0	2.59	SST
15364	614.52	0.98	1	-0.429	-0.082	-0.048	0.22	0	0	0	0.44	0	0.16	0.97	0.32	0	0.64	0	0.39	0	0.71	0	2.62	SST
15365	614.56	0.98	1	-0.439	-0.083	-0.051	0.36	0.01	0	0	0.41	0	0.21	0.86	0.33	0	0.71	0	0.42	0	0.82	0	2.57	SST
15366	614.6	0.98	1	-0.439	-0.083	-0.051	0.48	0.01	0	0	0.35	0	0.2	0.73	0.31	0	0.67	0	0.43	0	0.97	0	2.53	SST
15367	614.64	0.98	1	-0.44	-0.085	-0.051	0.44	0.01	0	0	0.3	0	0.11	0.72	0.28	0	0.7	0	0.52	0	0.96	0	2.51	SST
15368	614.68	0.98	1	-0.44	-0.086	-0.051	0.4	0	0	0	0.27	0	0.05	0.74	0.26	0	0.73	0	0.52	0	0.93	0	2.51	SST
15369	614.72	0.98	1	-0.44	-0.087	-0.05	0.34	0.03	0	0	0.28	0	0.05	0.6	0.2	0	0.68	0	0.37	0	0.89	0	2.37	SST
15370	614.76	0.98	1	-0.445	-0.092	-0.052	0.32	0.1	0	0	0.29	0	0.03	0.41	0.14	0	0.56	0	0.23	0	0.81	0	2.24	SST
15371	614.8	0.98	1	-0.446	-0.092	-0.051	0.31	0.12	0	0	0.31	0	0.04	0.31	0.04	0	0.39	0	0.14	0	0.79	0	2.03	SST
15372	614.84	0.98	1	-0.463	-0.087	-0.049	0.28	0.09	0	0	0.35	0	0.12	0.33	0.02	0	0.36	0	0.21	0	0.73	0	1.93	SST
15373	614.88	0.98	1	-0.454	-0.089	-0.052	0.23	0.02	0	0.01	0.35	0	0.21	0.42	0	0	0.23	0	0.22	0	0.7	0	1.88	SST
15374	614.92	0.98	1	-0.455	-0.091	-0.052	0.11	0	0	0.01	0.35	0.06	0.29	0.41	0	0	0.21	0	0.24	0	0.66	0	1.55	SST
15375	614.96	0.98	1	-0.451	-0.092	-0.054	0.06	0	0	0.01	0.32	0.16	0.35	0.46	0	0	0.22	0.07	0.33	0	0.68	0	1.22	SST
15376	615	0.98	1	-0.453	-0.09	-0.054	0	0	0	0	0.31	0.2	0.37	0.5	0	0	0.18	0.07	0.25	0	0.78	0	0.64	SST
15377	615.04	0.98	1	-0.453	-0.091	-0.058	0.02	0	0	0	0.3	0.16	0.35	0.53	0	0	0.08	0.09	0.17	0	0.87	0.01	0.47	SST
15378	615.08	0.98	1	-0.455	-0.089	-0.059	0.02	0	0	0	0.28	0.06	0.31	0.53	0	0	0	0.01	0	0	0.95	0.05	0.3	SST
15379	615.12	0.98	1	-0.455	-0.089	-0.059	0.03	0	0	0	0.22	0.02	0.24	0.56	0	0	0	0.01	0.18	0	1.04	0.14	0.37	SST
15380	615.16	0.98	1	-0.456	-0.092	-0.06	0.03	0	0	0	0.14	0	0.2	0.57	0	0	0	0	0.38	0	1.1	0.19	0.38	SST
15381	615.2	0.98	1	-0.456	-0.093	-0.06	0.07	0	0	0	0.1	0	0.18	0.54	0	0	0.01	0	0.52	0	1.18	0.22	0.28	SST
15382	615.24	0.98	1	-0.457	-0.091	-0.062	0.11	0	0	0	0.12	0	0.21	0.49	0	0	0.05	0	0.49	0	1.16	0.19	0.14	SST
15383	615.28	0.98	1	-0.457	-0.09	-0.062	0.14	0	0	0	0.13	0	0.24	0.44	0	0	0.08	0	0.46	0	1.16	0.18	0.04	SST
15384	615.32	0.98	1	-0.457	-0.09	-0.062	0.11	0	0	0	0.15	0	0.24	0.4	0	0	0.07	0	0.46	0	1.16	0.23	0.13	SST
15385	615.36	0.98	1	-0.457	-0.091	-0.065	0.07	0	0	0	0.18	0	0.26	0.37	0	0	0.03	0	0.51	0	1.17	0.31	0.23	SST
15386	615.4	0.98	1	-0.457	-0.089	-0.065	0.05	0	0	0	0.24	0	0.22	0.48	0	0	0.04	0	0.45	0	1.22	0.26	0.23	SST
15387	615.44	0.98	1	-0.454	-0.092	-0.065	0.07	0	0	0	0.26	0	0.2	0.6	0	0.02	0.04	0.01	0.41	0	1.2	0.15	0.13	SST
15388	615.48	0.98	1	-0.455	-0.092	-0.065	0.09	0	0	0	0.28	0	0.16	0.7	0	0.03	0.04	0.04	0.32	0	1.19	0.01	0.05	SST
15389	615.52	0.98	1	-0.455	-0.092	-0.065	0.11	0	0	0	0.27	0.13	0.19	0.65	0	0.07	0	0.04	0.24	0	1.12	0.17	0.09	SST
15390	615.56	0.98	1	-0.452	-0.082	-0.056	0.14	0	0	0	0.25	0.24	0.22	0.64	0	0.15	0	0.03	0.2	0	1.13	0.33	0.12	SST
15391	615.6	0.98	1	-0.452	-0.081	-0.055	0.21	0	0	0	0.24	0.29	0.21	0.67	0	0.14	0	0	0.2	0	1.1	0.41	0.1	SST
15392	615.64	0.98	1	-0.45	-0.082	-0.054	0.25	0	0	0	0.22	0.21	0.17	0.73	0	0.1	0	0	0.28	0	1.08	0.29	0.04	SST
15393	615.68	0.98	1	-0.451	-0.082	-0.054	0.28	0	0	0	0.22	0.15	0.12	0.78	0	0	0	0	0.31	0	1.04	0.24	0	SST
15394	615.72	0.98	1	-0.451	-0.082	-0.054	0.21	0	0	0.03	0.2	0.17	0.2	0.83	0	0	0	0	0.34	0	1	0.23	0	SST
15395	615.76	0.98	1	-0.447	-0.085	-0.055	0.17	0	0	0.04	0.18	0.19	0.29	0.9	0	0	0	0	0.34	0	0.97	0.28	0	SST
15396	615.8	0.98	1	-0.447	-0.084	-0.055	0.08	0	0	0.04	0.2	0.19	0.36	0.76	0	0.19	0	0	0.3	0	0.93	0.36	0	SST
15397	615.84	0.98	1	-0.452	-0.092	-0.062	0.05	0	0	0.01	0.22	0.12	0.33	0.56	0	0.36	0	0	0.26	0	0.92	0.43	0	SST
15398	615.88	0.98	1	-0.454	-0.092	-0.062	0	0	0	0	0.24	0.04	0.3	0.38	0	0.57	0	0	0.24	0	0.91	0.47	0	SST
15399	615.92	0.98	1	-0.454	-0.092	-0.062	0.02	0	0	0	0.23	0.06	0.31	0.4	0	0.55	0	0.04	0.18	0	0.86	0.41	0	SST
15400	615.96	0.98	1	-0.456	-0.09	-0.064	0.04	0	0	0	0.26	0.15	0.33	0.43	0	0.54	0	0.08	0.13	0	0.87	0.42	0	SST
15401	616	0.98	1	-0.456	-0.09	-0.064	0.04	0	0	0	0.21	0.18	0.31	0.51	0	0.34	0.13	0.14	0.15	0	0.84	0.35	0	SST
15402	616.04	0.98	1	-0.453	-0.089	-0.065	0.02	0	0	0	0.17	0.17	0.24	0.6	0	0.18	0.22	0.19	0.3	0	0.86	0.34	0.03	SST
15403	616.08	0.98	1	-0.453	-0.09	-0.065	0	0	0	0	0.12	0.11	0.18	0.68	0	0.01	0.29	0.25	0.4	0	0.82	0.28	0.04	SST
15404	616.12	0.98	1	-0.453	-0.09	-0.065	0.06	0	0	0	0.16	0.21	0.21	0.57	0	0.04	0.16	0.29	0.36	0	0.74	0.3	0.04	SST
15405	616.16	0.98	1	-0.452	-0.089	-0.064	0.08	0	0	0	0.2	0.32	0.26	0.45	0	0.12	0.07	0.28	0.28	0	0.63	0.29	0.02	SST
15406	616.2	0.98	1	-0.451	-0.088	-0.065	0.11	0	0	0	0.23	0.45	0.31	0.35	0	0.2	0	0.28	0.24	0	0.53	0.29	0	SST
15407	616.24	0.98	1	-0.45	-0.088	-0.065	0.06	0	0	0	0.19	0.39	0.31	0.36	0	0.19	0	0.28	0.34	0	0.58	0.26	0	SST
15408	616.28	0.98	1	-0.452	-0.087	-0.063	0.08	0	0	0	0.18	0.29	0.32	0.38	0	0.12	0	0.35	0.31	0	0.66	0.31	0	SST
15409	616.32	0.98	1	-0.451	-0.087	-0.063	0.1	0	0	0	0.19	0.28	0.3	0.39	0	0.05	0.03	0.47	0.3	0	0.74	0.34	0	SST
15410	616.36	0.98	1	-0.451	-0.086	-0.064	0.17	0	0	0	0.24	0.36	0.3	0.38	0	0.06	0.07	0.59	0.25	0	0.74	0.45	0	SST
15411	616.4	0.98	1	-0.451	-0.087	-0.063	0.18	0	0	0	0.25	0.45	0.29	0.38	0	0.11	0.11	0.68	0.29	0	0.72	0.46	0.02	SST
15412	616.44	0.98	1	-0.451	-0.087	-0.063	0.18	0	0	0	0.21	0.43	0.27	0.35	0	0.12	0.08	0.63	0.41	0	0.71	0.43	0.02	SST
15413	616.48	0.98	1	-0.453	-0.086	-0.063	0.18	0	0	0	0.16	0.43	0.26	0.35	0	0.14	0.05	0.55	0.5	0	0.66	0.37	0.02	SST
15414	616.52	0.98	1	-0.453	-0.087	-0.063	0.13	0	0	0	0.14	0.32	0.23	0.36	0	0.16	0.01	0.4	0.4	0	0.63	0.26	0	SST
15415	616.56	0.98	1	-0.448	-0.09	-0.063	0.09	0	0	0	0.15	0.19	0.22	0.38	0	0.13	0.01	0.31	0.19	0	0.58	0.16	0	SST
15416	616.6	0.98	1	-0.449	-0.091	-0.064	0.01	0	0	0	0.16	0.04	0.18	0.37	0	0.09	0	0.26	0	0	0.58	0.05	0	SST
15417	616.64	0.98	1	-0.448	-0.091	-0.063	0.05	0	0	0	0.19	0.05	0.2	0.33	0	0.13	0	0.25	0.03	0	0.59	0	0	SST
15418	616.68	0.98	1	-0.452	-0.097	-0.063	0.08	0	0	0	0.21	0.08	0.2	0.3	0	0.2	0	0.21	0.03	0	0.66	0.04	0	SST
15419	616.72	0.98	1	-0.452	-0.097	-0.063	0.17	0.07	0	0	0.21	0.18	0.22	0.25	0	0.21	0	0.21	0.04	0	0.76	0.2	0.02	SST
15420	616.76	0.98	1	-0.45	-0.098	-0.061	0.17	0.07	0	0	0.2	0.21	0.29	0.24	0	0.27	0	0.15	0.05	0	0.82	0.36	0.06	SST
15421	616.8	0.98	1	-0.452	-0.093	-0.059	0.22	0.07	0	0	0.2	0.31	0.33	0.26	0	0.34	0	0.14	0.11	0	0.85	0.48	0.12	SST
15422	616.84	0.98	1	-0.453	-0.096	-0.06	0.14	0	0	0	0.21	0.34	0.37	0.23	0	0.31	0	0.08	0.17	0	0.86	0.43	0.11	SST
